episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,4149,841.42,03,subwp,524
2,goal_002,exito,4171,835.72,03,subwp,524
3,goal_003,exito,4154,838.0,03,subwp,524
4,goal_004,exito,4169,835.99,03,subwp,524
5,goal_005,exito,4154,838.0,03,subwp,524
6,goal_006,exito,4171,835.75,03,subwp,524
7,goal_007,exito,4154,838.24,03,subwp,524
8,goal_008,exito,4171,835.77,03,subwp,524
9,goal_009,exito,4154,838.1,03,subwp,524
10,goal_010,exito,4154,838.04,03,subwp,524
11,goal_011,exito,4154,838.12,03,subwp,524
12,goal_012,exito,4154,837.91,03,subwp,524
13,goal_013,exito,4154,837.94,03,subwp,524
14,goal_014,exito,4161,836.57,03,subwp,524
15,goal_015,exito,4324,851.98,03,subwp,524
16,goal_016,exito,4518,871.56,03,subwp,524
17,goal_017,exito,4775,903.12,03,subwp,524
18,goal_018,exito,4973,937.59,03,subwp,524
19,goal_019,exito,4324,843.32,03,subwp,524
20,goal_020,exito,4501,870.83,03,subwp,524
21,goal_021,exito,4780,904.33,03,subwp,524
22,goal_022,exito,4976,936.22,03,subwp,524
23,goal_023,exito,5652,1036.83,03,subwp,524
24,goal_024,exito,5870,1066.47,03,subwp,524
25,goal_025,exito,6091,1101.86,03,subwp,524
26,goal_026,exito,6330,1135.9,03,subwp,524
27,goal_027,exito,5444,1011.83,03,subwp,524
28,goal_028,exito,5685,1042.84,03,subwp,524
29,goal_029,exito,5921,1075.92,03,subwp,524
30,goal_030,exito,6139,1107.68,03,subwp,524
31,goal_031,exito,4297,837.48,03,subwp,524
32,goal_032,exito,4530,863.4,03,subwp,524
33,goal_033,exito,4794,896.86,03,subwp,524
34,goal_034,exito,4994,930.3,03,subwp,524
35,goal_035,exito,4323,843.73,03,subwp,524
36,goal_036,exito,4490,868.46,03,subwp,524
37,goal_037,exito,4776,904.39,03,subwp,524
38,goal_038,exito,4976,936.42,03,subwp,524
39,goal_039,exito,5480,1017.61,03,subwp,524
40,goal_040,exito,5729,1038.42,03,subwp,524
41,goal_041,exito,5954,1072.0,03,subwp,524
42,goal_042,exito,6186,1103.76,03,subwp,524
43,goal_043,exito,5425,1009.39,03,subwp,524
44,goal_044,exito,5698,1047.17,03,subwp,524
45,goal_045,exito,5930,1079.58,03,subwp,524
46,goal_046,exito,6172,1111.32,03,subwp,524
47,goal_047,exito,4318,842.2,03,subwp,524
48,goal_048,exito,4517,861.46,03,subwp,524
49,goal_049,exito,4772,897.5,03,subwp,524
50,goal_050,exito,4986,930.74,03,subwp,524
51,goal_051,exito,4314,839.68,03,subwp,524
52,goal_052,exito,4489,868.7,03,subwp,524
53,goal_053,exito,4764,901.53,03,subwp,524
54,goal_054,exito,4961,934.07,03,subwp,524
55,goal_055,exito,5442,1009.0,03,subwp,524
56,goal_056,exito,5711,1037.69,03,subwp,524
57,goal_057,exito,5940,1071.73,03,subwp,524
58,goal_058,exito,6178,1105.32,03,subwp,524
59,goal_059,exito,5436,1011.89,03,subwp,524
60,goal_060,exito,5660,1039.65,03,subwp,524
61,goal_061,exito,5913,1077.82,03,subwp,524
62,goal_062,exito,6166,1111.75,03,subwp,524
63,goal_063,exito,4311,838.21,03,subwp,524
64,goal_064,exito,4521,857.44,03,subwp,524
65,goal_065,exito,4775,894.51,03,subwp,524
66,goal_066,exito,4976,927.39,03,subwp,524
67,goal_067,exito,4338,847.37,03,subwp,524
68,goal_068,exito,4514,884.32,03,subwp,524
69,goal_069,exito,4725,911.9,03,subwp,524
70,goal_070,exito,4951,944.26,03,subwp,524
71,goal_071,exito,5442,1010.47,03,subwp,524
72,goal_072,exito,5674,1034.74,03,subwp,524
73,goal_073,exito,5896,1067.58,03,subwp,524
74,goal_074,exito,6187,1106.47,03,subwp,524
75,goal_075,exito,5612,1037.45,03,subwp,524
76,goal_076,exito,5869,1074.13,03,subwp,524
77,goal_077,exito,6079,1102.89,03,subwp,524
78,goal_078,exito,6334,1138.46,03,subwp,524
79,goal_079,exito,4873,928.06,03,subwp,524
80,goal_080,exito,5093,961.8,03,subwp,524
81,goal_081,exito,5330,991.38,03,subwp,524
82,goal_082,exito,5576,1029.93,03,subwp,524
83,goal_083,exito,5724,1054.34,03,subwp,524
84,goal_084,exito,5899,1079.91,03,subwp,524
85,goal_085,exito,6088,1105.31,03,subwp,524
86,goal_086,exito,6307,1135.32,03,subwp,524
87,goal_087,exito,6531,1168.32,03,subwp,524
88,goal_088,exito,4847,921.62,03,subwp,524
89,goal_089,exito,5081,960.67,03,subwp,524
90,goal_090,exito,5280,987.05,03,subwp,524
91,goal_091,exito,5516,1022.69,03,subwp,524
92,goal_092,exito,5685,1059.75,03,subwp,524
93,goal_093,exito,5856,1084.28,03,subwp,524
94,goal_094,exito,6090,1102.8,03,subwp,524
95,goal_095,exito,6304,1130.51,03,subwp,524
96,goal_096,exito,6524,1164.84,03,subwp,524
