episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,4214,835.36,03,subwp,42,1
2,goal_001,2,exito,4212,835.03,03,subwp,42,1
3,goal_001,3,exito,4212,834.41,03,subwp,42,1
4,goal_001,4,exito,4212,833.24,03,subwp,42,1
5,goal_001,5,exito,4212,832.93,03,subwp,42,1
6,goal_001,6,exito,4212,833.94,03,subwp,42,1
7,goal_001,7,exito,4212,835.08,03,subwp,42,1
8,goal_001,8,exito,4211,834.26,03,subwp,42,1
9,goal_001,9,exito,4211,833.42,03,subwp,42,1
10,goal_001,10,exito,4211,833.41,03,subwp,42,1
11,goal_002,1,exito,4211,835.32,03,subwp,42,1
12,goal_002,2,exito,4210,835.88,03,subwp,42,1
13,goal_002,3,exito,4212,836.25,03,subwp,42,1
14,goal_002,4,exito,4210,835.81,03,subwp,42,1
15,goal_002,5,exito,4210,835.33,03,subwp,42,1
16,goal_002,6,exito,4210,834.12,03,subwp,42,1
17,goal_002,7,exito,4210,833.6,03,subwp,42,1
18,goal_002,8,exito,4210,834.56,03,subwp,42,1
19,goal_002,9,exito,4210,835.65,03,subwp,42,1
20,goal_002,10,exito,4210,835.02,03,subwp,42,1
21,goal_003,1,exito,5880,972.11,03,subwp,42,1
22,goal_003,2,exito,4295,840.82,03,subwp,42,1
23,goal_003,3,exito,5881,1023.13,03,subwp,42,1
24,goal_003,4,exito,5883,863.36,03,subwp,42,1
25,goal_003,5,exito,4407,855.61,03,subwp,42,1
26,goal_003,6,exito,5881,1024.47,03,subwp,42,1
27,goal_003,7,exito,5881,951.69,03,subwp,42,1
28,goal_003,8,exito,5881,1023.03,03,subwp,42,1
29,goal_003,9,exito,4409,855.62,03,subwp,42,1
30,goal_003,10,exito,5881,998.19,03,subwp,42,1
31,goal_004,1,exito,4270,839.67,03,subwp,42,1
32,goal_004,2,exito,5634,992.98,03,subwp,42,1
33,goal_004,3,exito,5635,991.84,03,subwp,42,1
34,goal_004,4,exito,5637,835.13,03,subwp,42,1
35,goal_004,5,exito,5635,992.82,03,subwp,42,1
36,goal_004,6,exito,5634,993.37,03,subwp,42,1
37,goal_004,7,exito,5637,993.52,03,subwp,42,1
38,goal_004,8,exito,5636,803.71,03,subwp,42,1
39,goal_004,9,exito,5637,992.83,03,subwp,42,1
40,goal_004,10,exito,5637,993.66,03,subwp,42,1
41,goal_005,1,exito,5480,973.92,03,subwp,42,1
42,goal_005,2,exito,5480,967.18,03,subwp,42,1
43,goal_005,3,exito,5480,903.09,03,subwp,42,1
44,goal_005,4,exito,5480,808.52,03,subwp,42,1
45,goal_005,5,exito,4404,853.51,03,subwp,42,1
46,goal_005,6,exito,5481,968.73,03,subwp,42,1
47,goal_005,7,exito,5479,971.3,03,subwp,42,1
48,goal_005,8,exito,4264,837.16,03,subwp,42,1
49,goal_005,9,exito,4404,854.25,03,subwp,42,1
50,goal_005,10,exito,5480,973.16,03,subwp,42,1
51,goal_006,1,exito,5403,959.56,03,subwp,42,1
52,goal_006,2,exito,5403,960.26,03,subwp,42,1
53,goal_006,3,exito,5403,960.15,03,subwp,42,1
54,goal_006,4,exito,5402,960.18,03,subwp,42,1
55,goal_006,5,exito,5404,961.18,03,subwp,42,1
56,goal_006,6,exito,5401,960.89,03,subwp,42,1
57,goal_006,7,exito,4268,839.49,03,subwp,42,1
