episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,col_approach,160,-193.4,02,sthwp,524
2,goal_002,col_approach,148,-191.63,02,sthwp,524
3,goal_003,exito,5769,1027.84,02,sthwp,524
4,goal_004,exito,5674,1027.17,02,sthwp,524
5,goal_005,exito,5640,1028.46,02,sthwp,524
6,goal_006,exito,5634,1026.1,02,sthwp,524
7,goal_007,exito,5628,1022.98,02,sthwp,524
8,goal_008,exito,5620,1024.33,02,sthwp,524
9,goal_009,exito,5620,1024.35,02,sthwp,524
10,goal_010,exito,5619,1024.45,02,sthwp,524
11,goal_011,exito,5619,1024.5,02,sthwp,524
12,goal_012,exito,5619,1024.51,02,sthwp,524
13,goal_013,exito,5625,1024.17,02,sthwp,524
14,goal_014,exito,5621,1024.61,02,sthwp,524
15,goal_015,exito,5624,1025.84,02,sthwp,524
16,goal_016,exito,5654,1032.52,02,sthwp,524
17,goal_017,exito,5708,1039.93,02,sthwp,524
18,goal_018,exito,5782,1047.07,02,sthwp,524
19,goal_019,exito,5610,1057.88,02,sthwp,524
20,goal_020,exito,5594,1056.46,02,sthwp,524
21,goal_021,exito,5587,1062.88,02,sthwp,524
22,goal_022,exito,5519,1052.38,02,sthwp,524
23,goal_023,exito,5500,1049.74,02,sthwp,524
24,goal_024,exito,5493,1048.73,02,sthwp,524
25,goal_025,exito,5482,1045.74,02,sthwp,524
26,goal_026,exito,5479,1045.48,02,sthwp,524
27,goal_027,exito,5479,1045.41,02,sthwp,524
28,goal_028,exito,5479,1045.4,02,sthwp,524
29,goal_029,exito,5479,1045.4,02,sthwp,524
30,goal_030,exito,5479,1045.37,02,sthwp,524
31,goal_031,exito,5478,1045.06,02,sthwp,524
32,goal_032,exito,5480,1045.39,02,sthwp,524
33,goal_033,exito,5478,1045.5,02,sthwp,524
34,goal_034,exito,5499,1050.0,02,sthwp,524
35,goal_035,exito,5560,1056.04,02,sthwp,524
36,goal_036,exito,5626,1068.81,02,sthwp,524
37,goal_037,exito,5574,1018.33,02,sthwp,524
38,goal_038,exito,5542,1015.68,02,sthwp,524
39,goal_039,exito,5554,1021.29,02,sthwp,524
40,goal_040,exito,5569,1018.55,02,sthwp,524
41,goal_041,exito,5549,1020.79,02,sthwp,524
42,goal_042,exito,5549,1020.77,02,sthwp,524
43,goal_043,exito,5549,1020.77,02,sthwp,524
44,goal_044,exito,5549,1020.75,02,sthwp,524
45,goal_045,exito,5549,1020.78,02,sthwp,524
46,goal_046,exito,5551,1020.62,02,sthwp,524
47,goal_047,exito,5551,1020.68,02,sthwp,524
48,goal_048,exito,5551,1020.62,02,sthwp,524
49,goal_049,exito,5551,1020.74,02,sthwp,524
50,goal_050,exito,5554,1021.05,02,sthwp,524
51,goal_051,exito,4852,913.0,02,sthwp,524
52,goal_052,exito,4802,911.45,02,sthwp,524
53,goal_053,exito,4787,908.49,02,sthwp,524
54,goal_054,exito,4784,907.55,02,sthwp,524
55,goal_055,exito,4784,907.74,02,sthwp,524
56,goal_056,exito,4788,908.1,02,sthwp,524
57,goal_057,exito,4795,909.19,02,sthwp,524
58,goal_058,exito,4788,908.12,02,sthwp,524
59,goal_059,exito,4790,906.7,02,sthwp,524
60,goal_060,exito,4790,906.56,02,sthwp,524
61,goal_061,exito,4790,906.69,02,sthwp,524
62,goal_062,exito,4790,906.89,02,sthwp,524
63,goal_063,exito,4793,907.33,02,sthwp,524
64,goal_064,exito,4806,910.22,02,sthwp,524
65,goal_065,exito,4786,906.69,02,sthwp,524
66,goal_066,exito,4763,906.98,02,sthwp,524
67,goal_067,exito,4761,906.42,02,sthwp,524
68,goal_068,exito,4762,906.44,02,sthwp,524
69,goal_069,exito,4761,906.33,02,sthwp,524
70,goal_070,exito,4762,906.48,02,sthwp,524
71,goal_071,exito,4761,906.6,02,sthwp,524
72,goal_072,exito,4762,906.49,02,sthwp,524
73,goal_073,exito,4761,906.33,02,sthwp,524
74,goal_074,exito,4761,906.33,02,sthwp,524
75,goal_075,exito,4762,906.47,02,sthwp,524
76,goal_076,exito,4762,906.48,02,sthwp,524
