episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,4214,835.36,03,subwp,42
2,goal_002,exito,4427,857.25,03,subwp,42
3,goal_003,exito,5880,1052.86,03,subwp,42
4,goal_004,exito,4410,855.49,03,subwp,42
5,goal_005,exito,5479,1001.22,03,subwp,42
6,goal_006,exito,5402,987.76,03,subwp,42
7,goal_007,exito,5366,984.38,03,subwp,42
8,goal_008,exito,5373,986.11,03,subwp,42
9,goal_009,exito,5363,985.47,03,subwp,42
10,goal_010,exito,5358,982.72,03,subwp,42
11,goal_011,exito,5356,984.03,03,subwp,42
12,goal_012,exito,5347,980.66,03,subwp,42
13,goal_013,exito,4405,853.87,03,subwp,42
14,goal_014,exito,4398,854.08,03,subwp,42
15,goal_015,exito,4422,848.33,03,subwp,42
16,goal_016,exito,4614,875.85,03,subwp,42
17,goal_017,exito,4901,900.89,03,subwp,42
18,goal_018,exito,5158,936.95,03,subwp,42
19,goal_019,exito,4398,842.04,03,subwp,42
20,goal_020,exito,4624,864.56,03,subwp,42
21,goal_021,exito,4879,900.37,03,subwp,42
22,goal_022,exito,5091,934.19,03,subwp,42
23,goal_023,exito,5925,1043.79,03,subwp,42
24,goal_024,exito,6134,1076.48,03,subwp,42
25,goal_025,exito,6362,1106.83,03,subwp,42
26,goal_026,exito,6607,1143.44,03,subwp,42
27,goal_027,exito,5670,1018.15,03,subwp,42
28,goal_028,exito,5941,1046.99,03,subwp,42
29,goal_029,exito,6161,1081.65,03,subwp,42
30,goal_030,exito,6430,1119.83,03,subwp,42
31,goal_031,exito,4389,837.23,03,subwp,42
32,goal_032,exito,4651,861.88,03,subwp,42
33,goal_033,exito,4894,899.23,03,subwp,42
34,goal_034,exito,5107,931.66,03,subwp,42
35,goal_035,exito,4397,841.14,03,subwp,42
36,goal_036,exito,4602,863.06,03,subwp,42
37,goal_037,exito,4874,899.07,03,subwp,42
38,goal_038,exito,5092,933.74,03,subwp,42
39,goal_039,exito,5682,1021.31,03,subwp,42
40,goal_040,exito,5963,1047.52,03,subwp,42
41,goal_041,exito,6180,1083.71,03,subwp,42
42,goal_042,exito,6445,1114.22,03,subwp,42
43,goal_043,exito,5669,1014.56,03,subwp,42
44,goal_044,exito,5934,1046.29,03,subwp,42
45,goal_045,exito,6149,1080.09,03,subwp,42
46,goal_046,exito,6296,1107.11,03,subwp,42
47,goal_047,exito,4401,840.34,03,subwp,42
48,goal_048,exito,4632,861.42,03,subwp,42
49,goal_049,exito,4872,898.15,03,subwp,42
50,goal_050,exito,5105,930.89,03,subwp,42
51,goal_051,exito,5385,983.02,03,subwp,42
52,goal_052,exito,4601,862.74,03,subwp,42
53,goal_053,exito,4854,898.94,03,subwp,42
54,goal_054,exito,5072,932.94,03,subwp,42
55,goal_055,exito,5652,1012.61,03,subwp,42
56,goal_056,exito,5942,1045.63,03,subwp,42
57,goal_057,exito,6164,1077.15,03,subwp,42
58,goal_058,exito,6315,1102.33,03,subwp,42
59,goal_059,exito,5673,1016.23,03,subwp,42
60,goal_060,exito,5888,1038.59,03,subwp,42
61,goal_061,exito,6132,1077.34,03,subwp,42
62,goal_062,exito,6390,1118.23,03,subwp,42
63,goal_063,exito,4403,840.43,03,subwp,42
64,goal_064,exito,4633,866.36,03,subwp,42
65,goal_065,exito,4868,896.84,03,subwp,42
66,goal_066,exito,5084,929.46,03,subwp,42
67,goal_067,exito,5446,992.41,03,subwp,42
68,goal_068,exito,5493,1004.89,03,subwp,42
69,goal_069,exito,5473,1003.26,03,subwp,42
70,goal_070,exito,5189,956.76,03,subwp,42
71,goal_071,exito,5649,1011.99,03,subwp,42
72,goal_072,exito,5916,1039.21,03,subwp,42
73,goal_073,exito,6131,1070.8,03,subwp,42
74,goal_074,exito,6402,1115.71,03,subwp,42
75,goal_075,exito,5870,1042.64,03,subwp,42
76,goal_076,exito,6146,1072.1,03,subwp,42
77,goal_077,exito,6367,1102.48,03,subwp,42
78,goal_078,exito,6619,1139.73,03,subwp,42
79,goal_079,exito,4992,921.16,03,subwp,42
80,goal_080,exito,5228,956.52,03,subwp,42
81,goal_081,exito,5447,989.27,03,subwp,42
82,goal_082,exito,5701,1027.08,03,subwp,42
83,goal_083,exito,5981,1064.12,03,subwp,42
84,goal_084,exito,6161,1091.42,03,subwp,42
85,goal_085,exito,6342,1117.88,03,subwp,42
86,goal_086,exito,6559,1149.95,03,subwp,42
87,goal_087,exito,6800,1185.7,03,subwp,42
88,goal_088,exito,4957,934.0,03,subwp,42
89,goal_089,exito,5332,967.72,03,subwp,42
90,goal_090,exito,5415,988.89,03,subwp,42
91,goal_091,exito,5761,1033.43,03,subwp,42
92,goal_092,exito,5795,1055.02,03,subwp,42
93,goal_093,exito,6063,1089.84,03,subwp,42
94,goal_094,exito,6310,1110.05,03,subwp,42
95,goal_095,exito,6538,1137.8,03,subwp,42
96,goal_096,exito,6767,1169.33,03,subwp,42
