episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton
1,goal_001,1,exito,4146,843.22,03,sthwp,524,1
2,goal_001,2,exito,4143,842.07,03,sthwp,524,1
3,goal_001,3,exito,4143,841.63,03,sthwp,524,1
4,goal_001,4,exito,4143,843.08,03,sthwp,524,1
5,goal_001,5,exito,4143,841.33,03,sthwp,524,1
6,goal_001,6,exito,4143,840.98,03,sthwp,524,1
7,goal_001,7,exito,4143,843.08,03,sthwp,524,1
8,goal_001,8,exito,4143,843.09,03,sthwp,524,1
9,goal_001,9,exito,4143,841.88,03,sthwp,524,1
10,goal_001,10,exito,4145,842.07,03,sthwp,524,1
11,goal_002,1,exito,4144,840.94,03,sthwp,524,1
12,goal_002,2,exito,4144,838.98,03,sthwp,524,1
13,goal_002,3,exito,4144,839.13,03,sthwp,524,1
14,goal_002,4,exito,4144,840.95,03,sthwp,524,1
15,goal_002,5,exito,4144,840.96,03,sthwp,524,1
16,goal_002,6,exito,4144,839.68,03,sthwp,524,1
17,goal_002,7,exito,4144,839.74,03,sthwp,524,1
18,goal_002,8,exito,4144,840.96,03,sthwp,524,1
19,goal_002,9,exito,4144,838.87,03,sthwp,524,1
20,goal_002,10,exito,4144,839.27,03,sthwp,524,1
21,goal_003,1,exito,4143,840.47,03,sthwp,524,1
22,goal_003,2,exito,4143,840.48,03,sthwp,524,1
23,goal_003,3,exito,4143,839.08,03,sthwp,524,1
24,goal_003,4,exito,4143,839.4,03,sthwp,524,1
25,goal_003,5,exito,4143,840.51,03,sthwp,524,1
26,goal_003,6,exito,4143,838.24,03,sthwp,524,1
27,goal_003,7,exito,4144,839.3,03,sthwp,524,1
28,goal_003,8,exito,4143,840.47,03,sthwp,524,1
29,goal_003,9,exito,4143,840.47,03,sthwp,524,1
30,goal_003,10,exito,4143,838.93,03,sthwp,524,1
31,goal_004,1,exito,4143,839.52,03,sthwp,524,1
32,goal_004,2,exito,4143,840.28,03,sthwp,524,1
33,goal_004,3,exito,4143,838.25,03,sthwp,524,1
34,goal_004,4,exito,4144,839.54,03,sthwp,524,1
35,goal_004,5,exito,4143,840.51,03,sthwp,524,1
36,goal_004,6,exito,4143,840.53,03,sthwp,524,1
37,goal_004,7,exito,4143,838.84,03,sthwp,524,1
38,goal_004,8,exito,4143,839.75,03,sthwp,524,1
39,goal_004,9,exito,4143,840.0,03,sthwp,524,1
40,goal_004,10,exito,4143,838.07,03,sthwp,524,1
41,goal_005,1,exito,4143,839.68,03,sthwp,524,1
42,goal_005,2,exito,4143,840.52,03,sthwp,524,1
43,goal_005,3,exito,4143,840.25,03,sthwp,524,1
44,goal_005,4,exito,4143,838.79,03,sthwp,524,1
45,goal_005,5,exito,4143,839.94,03,sthwp,524,1
46,goal_005,6,exito,4143,839.75,03,sthwp,524,1
47,goal_005,7,exito,4143,838.19,03,sthwp,524,1
48,goal_005,8,exito,4143,839.83,03,sthwp,524,1
49,goal_005,9,exito,4143,840.52,03,sthwp,524,1
50,goal_005,10,exito,4144,840.27,03,sthwp,524,1
51,goal_006,1,exito,4143,838.78,03,sthwp,524,1
