episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,11334,1839.15,04,subwp,524
2,goal_002,exito,11196,1836.7,04,subwp,524
3,goal_003,exito,11223,1857.58,04,subwp,524
4,goal_004,exito,11194,1848.04,04,subwp,524
5,goal_005,exito,11191,1840.18,04,subwp,524
6,goal_006,exito,11190,1837.71,04,subwp,524
7,goal_007,exito,11190,1836.61,04,subwp,524
8,goal_008,exito,11173,1840.52,04,subwp,524
9,goal_009,exito,11204,1837.37,04,subwp,524
10,goal_010,exito,11179,1839.2,04,subwp,524
11,goal_011,exito,11191,1836.48,04,subwp,524
12,goal_012,exito,11178,1839.29,04,subwp,524
13,goal_013,exito,11203,1837.19,04,subwp,524
14,goal_014,exito,11194,1839.72,04,subwp,524
15,goal_015,exito,11183,1837.77,04,subwp,524
16,goal_016,exito,11188,1840.69,04,subwp,524
17,goal_017,exito,11187,1837.07,04,subwp,524
18,goal_018,exito,11194,1839.58,04,subwp,524
19,goal_019,exito,11196,1838.88,04,subwp,524
20,goal_020,exito,11205,1837.07,04,subwp,524
21,goal_021,exito,11188,1837.5,04,subwp,524
22,goal_022,exito,11189,1836.44,04,subwp,524
23,goal_023,exito,11196,1838.89,04,subwp,524
24,goal_024,exito,11189,1836.27,04,subwp,524
25,goal_025,exito,11180,1840.73,04,subwp,524
26,goal_026,exito,11195,1837.68,04,subwp,524
27,goal_027,exito,11191,1839.25,04,subwp,524
28,goal_028,exito,11224,1839.24,04,subwp,524
29,goal_029,exito,11209,1841.49,04,subwp,524
30,goal_030,exito,11205,1838.47,04,subwp,524
31,goal_031,exito,11183,1840.16,04,subwp,524
32,goal_032,exito,11199,1843.66,04,subwp,524
33,goal_033,exito,11184,1873.54,04,subwp,524
34,goal_034,exito,11190,1847.82,04,subwp,524
35,goal_035,exito,11143,1855.3,04,subwp,524
36,goal_036,exito,11149,1873.71,04,subwp,524
37,goal_037,exito,11136,1867.62,04,subwp,524
38,goal_038,exito,11108,1859.25,04,subwp,524
39,goal_039,exito,11086,1850.92,04,subwp,524
40,goal_040,exito,11096,1852.4,04,subwp,524
41,goal_041,exito,11093,1849.16,04,subwp,524
42,goal_042,exito,11119,1857.06,04,subwp,524
43,goal_043,exito,11122,1853.35,04,subwp,524
44,goal_044,exito,11112,1861.29,04,subwp,524
45,goal_045,exito,11124,1853.82,04,subwp,524
46,goal_046,exito,11114,1860.34,04,subwp,524
47,goal_047,exito,11123,1854.04,04,subwp,524
48,goal_048,exito,11111,1862.23,04,subwp,524
49,goal_049,exito,11127,1859.45,04,subwp,524
50,goal_050,exito,11119,1867.35,04,subwp,524
51,goal_051,exito,11127,1857.78,04,subwp,524
52,goal_052,exito,11113,1862.16,04,subwp,524
53,goal_053,exito,11130,1857.67,04,subwp,524
54,goal_054,exito,11123,1853.79,04,subwp,524
55,goal_055,exito,11124,1858.43,04,subwp,524
56,goal_056,exito,11125,1853.82,04,subwp,524
57,goal_057,exito,11130,1857.72,04,subwp,524
58,goal_058,exito,11122,1854.12,04,subwp,524
59,goal_059,exito,11118,1864.15,04,subwp,524
60,goal_060,exito,11130,1853.64,04,subwp,524
61,goal_061,exito,11117,1861.46,04,subwp,524
62,goal_062,exito,11156,1856.49,04,subwp,524
