episodio,goal_id,resultado,pasos,reward,warehouse_id,metodo,seed
1,goal_001,exito,4182,837.02,03,sthwp,123
2,goal_002,exito,4192,833.43,03,sthwp,123
3,goal_003,exito,4192,833.47,03,sthwp,123
4,goal_004,exito,4192,833.38,03,sthwp,123
5,goal_005,exito,4192,833.44,03,sthwp,123
6,goal_006,exito,4192,833.37,03,sthwp,123
7,goal_007,exito,4192,833.41,03,sthwp,123
8,goal_008,exito,4192,833.39,03,sthwp,123
9,goal_009,exito,4192,833.43,03,sthwp,123
10,goal_010,exito,4192,833.42,03,sthwp,123
11,goal_011,exito,4192,833.43,03,sthwp,123
12,goal_012,exito,4192,833.42,03,sthwp,123
13,goal_013,exito,4192,833.62,03,sthwp,123
14,goal_014,exito,4192,833.86,03,sthwp,123
15,goal_015,exito,4345,847.94,03,sthwp,123
16,goal_016,exito,4561,866.97,03,sthwp,123
17,goal_017,exito,4798,899.25,03,sthwp,123
18,goal_018,exito,5023,928.88,03,sthwp,123
19,goal_019,exito,4340,847.51,03,sthwp,123
20,goal_020,exito,4529,865.23,03,sthwp,123
21,goal_021,exito,4781,900.19,03,sthwp,123
22,goal_022,exito,4999,931.5,03,sthwp,123
23,goal_023,exito,5625,1022.5,03,sthwp,123
24,goal_024,exito,5877,1056.25,03,sthwp,123
25,goal_025,exito,6089,1088.0,03,sthwp,123
26,goal_026,exito,6339,1124.67,03,sthwp,123
27,goal_027,exito,5431,1005.06,03,sthwp,123
28,goal_028,exito,5679,1029.18,03,sthwp,123
29,goal_029,exito,5911,1059.85,03,sthwp,123
30,goal_030,exito,6131,1098.1,03,sthwp,123
31,goal_031,exito,4313,835.19,03,sthwp,123
32,goal_032,exito,4551,860.07,03,sthwp,123
33,goal_033,exito,4788,893.4,03,sthwp,123
34,goal_034,exito,5007,925.28,03,sthwp,123
35,goal_035,exito,4336,848.02,03,sthwp,123
36,goal_036,exito,4525,862.91,03,sthwp,123
37,goal_037,exito,4777,898.72,03,sthwp,123
38,goal_038,exito,5000,931.59,03,sthwp,123
39,goal_039,exito,5448,1002.8,03,sthwp,123
40,goal_040,exito,5720,1028.14,03,sthwp,123
41,goal_041,exito,5932,1058.54,03,sthwp,123
42,goal_042,exito,6167,1092.77,03,sthwp,123
43,goal_043,exito,5390,1000.14,03,sthwp,123
44,goal_044,exito,5681,1032.12,03,sthwp,123
45,goal_045,exito,5904,1062.68,03,sthwp,123
46,goal_046,exito,6156,1099.34,03,sthwp,123
47,goal_047,exito,4340,840.02,03,sthwp,123
48,goal_048,exito,4548,857.78,03,sthwp,123
49,goal_049,exito,4785,892.4,03,sthwp,123
50,goal_050,exito,5006,925.05,03,sthwp,123
51,goal_051,exito,4328,842.47,03,sthwp,123
52,goal_052,exito,4526,863.38,03,sthwp,123
53,goal_053,exito,4778,898.25,03,sthwp,123
54,goal_054,exito,4998,929.88,03,sthwp,123
55,goal_055,exito,5403,995.16,03,sthwp,123
56,goal_056,exito,5688,1025.18,03,sthwp,123
57,goal_057,exito,5912,1057.34,03,sthwp,123
58,goal_058,exito,6167,1092.97,03,sthwp,123
59,goal_059,exito,5405,1002.97,03,sthwp,123
60,goal_060,exito,5647,1026.46,03,sthwp,123
61,goal_061,exito,5892,1061.74,03,sthwp,123
62,goal_062,exito,6161,1101.36,03,sthwp,123
63,goal_063,exito,4331,835.01,03,sthwp,123
64,goal_064,exito,4540,854.05,03,sthwp,123
65,goal_065,exito,4787,892.7,03,sthwp,123
66,goal_066,exito,5004,924.34,03,sthwp,123
67,goal_067,exito,4373,848.36,03,sthwp,123
68,goal_068,exito,4524,871.31,03,sthwp,123
69,goal_069,exito,4761,898.77,03,sthwp,123
70,goal_070,exito,4989,934.56,03,sthwp,123
71,goal_071,exito,5410,996.77,03,sthwp,123
72,goal_072,exito,5671,1021.96,03,sthwp,123
73,goal_073,exito,5883,1052.84,03,sthwp,123
74,goal_074,exito,6167,1095.04,03,sthwp,123
75,goal_075,exito,5607,1024.9,03,sthwp,123
76,goal_076,exito,5938,1057.18,03,sthwp,123
77,goal_077,exito,6151,1090.97,03,sthwp,123
78,goal_078,exito,6396,1126.56,03,sthwp,123
79,goal_079,exito,4895,926.51,03,sthwp,123
80,goal_080,exito,5114,957.44,03,sthwp,123
81,goal_081,exito,5332,987.21,03,sthwp,123
82,goal_082,exito,5580,1023.14,03,sthwp,123
83,goal_083,exito,5718,1045.32,03,sthwp,123
84,goal_084,exito,5903,1072.12,03,sthwp,123
85,goal_085,exito,6085,1098.61,03,sthwp,123
86,goal_086,exito,6295,1128.4,03,sthwp,123
87,goal_087,exito,6529,1161.38,03,sthwp,123
88,goal_088,exito,4876,913.48,03,sthwp,123
89,goal_089,exito,5125,950.0,03,sthwp,123
90,goal_090,exito,5322,978.4,03,sthwp,123
91,goal_091,exito,5551,1011.74,03,sthwp,123
92,goal_092,exito,5710,1046.63,03,sthwp,123
93,goal_093,exito,5869,1070.64,03,sthwp,123
94,goal_094,exito,6108,1095.64,03,sthwp,123
95,goal_095,exito,6319,1122.93,03,sthwp,123
96,goal_096,exito,6571,1160.09,03,sthwp,123
